25142,1700150005891,12,1,2018-06-04,2017-07-01,全国パン厚生年金基金,,499,埼玉県,新座市,野火止５丁目２ー１３水野ビル３０３,,11,230,3520011,,,,,,,2015-10-09,1,,,,,ゼンコクパンコウセイネンキンキキン,0
75199,3700150006863,12,0,2020-03-24,2019-06-19,第一美術協会,,499,埼玉県,深谷市,上野台３３１４－２,,11,218,3660801,,,,,,,2015-10-09,1,,,,,ダイイチビジユツキヨウカイ,0
125220,5700150009930,01,1,2018-06-13,2015-10-09,オリジン電気労働組合,,499,埼玉県,さいたま市桜区,栄和３丁目３－２７,,11,106,3380823,,,,,,,2015-10-09,1,,,,,オリジンデンキロウドウクミアイ,0
120995,1700150000001,01,1,2018-06-04,2015-10-09,ＡＧＣ健康保険組合,,499,東京都,千代田区,丸の内１丁目５－１,,13,101,1000005,,,,,,,2015-10-09,1,,,,,エイジーシーケンコウホケンクミアイ,0
120996,1700150000232,01,1,2018-06-04,2015-10-09,ＡＢＡＣ日本支援協議会,,499,東京都,千代田区,大手町１丁目３－２,,13,101,1000004,,,,,,,2015-10-09,1,,,,,エイバツクニホンシエンキヨウギカイ,0
120997,1700150000736,01,1,2018-06-04,2015-10-09,産経健康保険組合,,499,東京都,千代田区,大手町１丁目７－２,,13,101,1000004,,,,,,,2015-10-09,1,,,,,サンケイケンコウホケンクミアイ,0
120998,1700150000802,11,0,2019-05-13,2019-04-01,日本製鉄健康保険組合,,499,東京都,千代田区,丸の内２丁目６－１,,13,101,1000005,,,,,,,2015-10-09,1,,,,,ニツポンセイテツケンコウホケンクミアイ,0
120999,1700150001032,12,1,2018-06-04,2016-11-28,全国銀行個人情報保護協議会,,499,東京都,千代田区,大手町２丁目６－１朝日生命大手町ビル,,13,101,1000004,,,,,,,2015-10-09,1,,,,,ゼンコクギンコウコジンジヨウホウホゴキヨウギカイ,0
121000,1700150001049,12,1,2018-06-04,2016-11-28,全国銀行公正取引協議会,,499,東京都,千代田区,大手町２丁目６－１朝日生命大手町ビル,,13,101,1000004,,,,,,,2015-10-09,1,,,,,ゼンコクギンコウコウセイトリヒキキヨウギカイ,0
121001,1700150001073,21,0,2018-05-17,2018-01-24,双日グループ厚生年金基金,,499,東京都,千代田区,丸の内３丁目４－２　９階,,13,101,1000005,,,2018-01-24,31,,,2015-10-09,1,,,,,ソウジツグループコウセイネンキンキキン,0
121002,1700150001123,01,1,2018-06-04,2015-10-09,大平洋金属健康保険組合,,499,東京都,千代田区,大手町１丁目６番１号,,13,101,1000004,,,,,,,2015-10-09,1,,,,,タイヘイヨウキンゾクケンコウホケンクミアイ,0
121003,1700150001148,01,1,2018-06-04,2015-10-09,千代田区職員互助会,,499,東京都,千代田区,九段南１丁目２－１,,13,101,1020074,,,,,,,2015-10-09,1,,,,,チヨダクシヨクインゴジヨカイ,0
121004,1700150001156,01,1,2018-06-04,2015-10-09,地方職員共済組合　年金友の会,,499,東京都,千代田区,平河町２丁目４－１４麹町会館別館６階,,13,101,1020093,,,,,,,2015-10-09,1,,,,,チホウシヨクインキヨウサイクミアイネンキントモノカイ,0
121005,1700150001189,01,1,2018-06-04,2015-10-09,マドリエ共済会,,499,東京都,千代田区,霞が関３丁目２－５霞ヶ関ビルディング７Ｆ,,13,101,1000013,,,,,,,2015-10-09,1,,,,,マドリエキヨウサイカイ,0
