2,1000020313025,01,1,2018-04-09,2015-10-05,"岩美町",,201,"鳥取県","岩美郡岩美町","大字浦富６７５－１",,31,302,6810003,,,,,,,2015-10-05,1,"Iwami Town","Tottori","675-1,Uradome,  Iwami gun Iwami cho",,"イワミチヨウ",0
3,1000020313289,01,1,2018-04-09,2015-10-05,"智頭町",,201,"鳥取県","八頭郡智頭町","大字智頭２０７２－１",,31,328,6891402,,,,,,,2015-10-05,1,"Chizu cho","Tottori","Chizu 2072-1, Yazu gun Chizu cho",,"チヅチヨウ",0
4,1000020313297,01,1,2018-04-09,2015-10-05,"八頭町",,201,"鳥取県","八頭郡八頭町","郡家４９３",,31,329,6800461,,,,,,,2015-10-05,1,"Yazu cho","Tottori","Koge 493, Yazu gun Yazu cho",,"ヤズチヨウ",0
5,1000020313891,01,1,2018-04-09,2015-10-05,"南部町",,201,"鳥取県","西伯郡南部町","法勝寺３７７－１",,31,389,6830351,,,,,,,2015-10-05,1,"Nanbu Town","Tottori","377-1 Hosshoji , Nanbu-cho  Saihaku-gun",,"ナンブチヨウ",0
6,1000020318370,01,1,2018-04-09,2015-10-05,"南部箕蚊屋広域連合",,201,"鳥取県","西伯郡南部町","法勝寺３７７－１（南部町役場内）",,31,389,6830351,,,,,,,2015-10-05,1,"Nanbu Minokaya Extended Association","Tottori","Hosshouji 377-1, Saihaku-gun Nanbu-cho ",,"ナンブミノカヤコウイキレンゴウ",0
2020,2000020313718,01,1,2018-04-09,2015-10-05,"琴浦町",,201,"鳥取県","東伯郡琴浦町","大字徳万５９１－２",,31,371,6892303,,,,,,,2015-10-05,1,"Kotoura town","Tottori","591-2,Tokuman, Touhaku gun Kotoura cho",,"コトウラチヨウ",0
2021,2000020313726,01,1,2018-04-09,2015-10-05,"北栄町",,201,"鳥取県","東伯郡北栄町","由良宿４２３－１",,31,372,6892221,,,,,,,2015-10-05,1,"Hokuei cho","Tottori","Yurasyuku 423-1, Touhaku gun Hokuei cho",,"ホクエイチヨウ",0
2022,2000020313866,01,1,2018-04-09,2015-10-05,"大山町",,201,"鳥取県","西伯郡大山町","御来屋３２８",,31,386,6893211,,,,,,,2015-10-05,1,"Daisen Town","Tottori","328 Mikuriya, Daisen-cho Saihaku-gun",,"ダイセンチヨウ",0
2023,2000020314030,01,1,2018-04-09,2015-10-05,"江府町",,201,"鳥取県","日野郡江府町","大字江尾４７５",,31,403,6894401,,,,,,,2015-10-05,1,"Kofu Town","Tottori","475,Ebi, Hino gun, Kofu cho",,"コウフチヨウ",0
2024,2000020318213,01,1,2018-04-09,2015-10-05,"境港管理組合",,201,"鳥取県","境港市","大正町２１５（みなとさかい交流館）",,31,204,6840004,,,,,,,2015-10-05,1,"Sakai Port Authority","Tottori","215,Taishomachi, Sakaiminato shi",,"サカイコウカンリクミアイ",0
2025,2000020318337,01,1,2018-04-09,2015-10-05,"玉井斎場管理組合",,201,"鳥取県","境港市","上道町３０００番地（境港市役所内）",,31,204,6840033,,,,,,,2015-10-05,1,"Tamai Funeral Hall Authority","Tottori","Agarimichicho 3000, Sakaiminato city",,"タマイサイジョウカンリクミアイ",0
2026,2000020318345,01,1,2018-04-09,2015-10-05,"日野病院組合",,201,"鳥取県","日野郡日野町","野田３３２",,31,402,6894504,,,,,,,2015-10-05,1,"Hino Hospital Association","Tottori","Nota 332, Hino gun Hino cho",,"ヒノビョウインクミアイ",0
2027,2000020318353,01,1,2018-04-09,2015-10-05,"鳥取中部ふるさと広域連合",,201,"鳥取県","東伯郡北栄町","土下１１２番地",,31,372,6892111,,,,,,,2015-10-05,1,"Central Tottori Hometown WideArea Local Public Body","Tottori","Hashita 112, Touhaku-gun Hokuei-cho",,"トットリチュウブフルサトコウイキレンゴウ",0
4028,3000020313254,01,1,2018-04-09,2015-10-05,"若桜町",,201,"鳥取県","八頭郡若桜町","大字若桜８０１－５",,31,325,6800701,,,,,,,2015-10-05,1,"Wakasa cho","Tottori","Wakasa 801-5, Yazu gun Wakasa cho",,"ワカサチヨウ",0
4029,3000020313700,01,1,2018-04-09,2015-10-05,"湯梨浜町",,201,"鳥取県","東伯郡湯梨浜町","大字久留１９－１",,31,370,6820723,,,,,,,2015-10-05,1,"Yurihama cho","Tottori","19-1,Hisadome, Yurihama cho,Tohaku gun",,"ユリハマチヨウ",0
4030,3000020313840,01,1,2018-04-09,2015-10-05,"日吉津村",,201,"鳥取県","西伯郡日吉津村","大字日吉津８７２－１５",,31,384,6893553,,,,,,,2015-10-05,1,"Hiezu Village","Tottori","872-15 Hiezu, Hiezu-son Saihaku-gun",,"ヒエヅソン",0
4031,3000020314013,01,1,2018-04-09,2015-10-05,"日南町",,201,"鳥取県","日野郡日南町","霞８００",,31,401,6895212,,,,,,,2015-10-05,1,"Nichinan Town","Tottori","Kasumi 800, Hino gun Nichinan cho",,"ニチナンチヨウ",0
4032,3000020314021,01,1,2018-04-09,2015-10-05,"日野町",,201,"鳥取県","日野郡日野町","根雨１０１",,31,402,6894503,,,,,,,2015-10-05,1,"Hino town","Tottori","Neu101, Hino gun Hino town",,"ヒノチヨウ",0
6072,4000020318302,21,1,2018-04-09,2018-01-31,"八頭環境施設組合",,201,"鳥取県","鳥取市","河原町渡一木２７７",,31,201,6801221,,,2018-01-31,31,,,2015-10-05,1,"Yazu Kankyou Shisetsu Kumiai","Tottori","277,Watarihitotsugi,Kawahara cho, Tottori shi",,"ヤズカンキョウシセツクミアイ",0
8066,5000020318086,11,1,2018-04-09,2017-04-01,"鳥取県町村総合事務組合",,201,"鳥取県","鳥取市","東町１丁目２７１（県庁第２庁舎　鳥取県町村会事務局内）",,31,201,6800011,,,,,,,2015-10-05,1,,,,,"トットリケンチョウソンソウゴウジムクミアイ",0
10022,6000020313904,01,1,2018-04-09,2015-10-05,"伯耆町",,201,"鳥取県","西伯郡伯耆町","吉長３７－３",,31,390,6894133,,,,,,,2015-10-05,1,"Houki Town","Tottori","37-3,Yoshinaga, Houki-cho,Saihaku-gun",,"ホウキチヨウ",0
12026,7000020310000,01,1,2018-04-09,2015-10-05,"鳥取県",,201,"鳥取県","鳥取市","東町１丁目２２０",,31,201,6800011,,,,,,,2015-10-05,1,"Tottori Prefecture","Tottori","1-220,Higashi-machi, Tottori City",,"トットリケン",0
12027,7000020318043,21,1,2018-04-09,2017-03-31,"鳥取県町村消防災害補償組合",,201,"鳥取県","鳥取市","東町１丁目２７１（鳥取県庁第２庁舎８階）",,31,201,6800011,,,2017-03-31,31,,,2015-10-05,1,,,,,"トットリケンチョウソンショウボウサイガイホショウクミアイ",0
12028,7000020318051,01,1,2018-04-09,2015-10-05,"米子市日吉津村中学校組合",,201,"鳥取県","米子市","加茂町１丁目１（米子市役所内）",,31,202,6830823,,,,,,,2015-10-05,1,"Yonagoshi Hiezuson Cyuugakkou Kumiai","Tottori","1-1,Kamo cho, Yonago shi",,"ヨナゴシヒエヅソンチュウガッコウクミアイ",0
12029,7000020318299,01,1,2018-04-09,2015-10-05,"鳥取県西部広域行政管理組合",,201,"鳥取県","米子市","淀江町西原１１２９－１（米子市淀江支所内）",,31,202,6893403,,,,,,,2015-10-05,1,"West Tottori Prefecture Wide Area Administrative Management Association","Tottori","1129-1,Yodoecho Nishibara, Yonago shi",,"トットリケンセイブコウイキギョウセイカンリクミアイ",0
