37048,6021005010084,12,0,2017-05-22,2017-05-15,一般社団法人５９の世界記録,,399,福島県,二本松市,小浜字反町８５５番地,,07,210,9640313,,,,,,,2015-10-05,1,,,,,,0
44486,7021005010100,12,0,2018-05-16,2018-05-10,特定非営利活動法人ＰＯＮＴＥ,,399,福島県,福島市,宮代字北口１５番地の１１コーポアムールＢ－２０１,,07,201,9600116,,,,,,,2015-10-05,1,,,,,ポンテ,0
56,1021005011038,12,0,2020-04-15,2020-04-07,一般社団法人日本ネットボール協会,,399,群馬県,安中市,安中３７８２番地,,10,211,3790116,,,,,,,2017-07-14,1,,,,,ニホンネットボールキョウカイ,0
131230,7021005010463,12,0,2018-08-08,2018-08-03,一般社団法人こころ,,399,千葉県,流山市,西初石３丁目３番地７,,12,220,2700121,,,,,,,2015-12-03,1,,,,,ココロ,0
118930,1021005010080,12,1,2019-05-20,2016-06-14,一般社団法人人財価値育成協会,,399,東京都,品川区,北品川１丁目９番７号トップルーム品川１０１５号,,13,109,1400001,,,,,,,2015-10-05,1,,,,,ジンザイカチイクセイキョウカイ,0
118931,1021005010725,12,0,2020-05-18,2020-05-11,一般社団法人フィールド・フロー,,399,東京都,中央区,晴海２丁目３番２－４１０５号,,13,102,1040053,,,,,,,2016-08-17,1,,,,,フィールドフロー,0
118932,1021005010808,12,0,2018-01-26,2018-01-24,一般社団法人マツリズム,,399,東京都,中央区,日本橋馬喰町２丁目６番地４号,,13,102,1030002,,,,,,,2016-12-02,1,,,,,,0
118933,1021005011112,12,0,2019-10-11,2019-10-07,一般社団法人アジア医療福祉開発機構,,399,東京都,町田市,原町田５丁目４番２０号パセオビル４Ｆ,,13,209,1940013,,,,,,,2017-10-13,1,,,,,アジアイリョウフクシカイハツキコウ,0
118934,1021005011491,12,0,2020-03-24,2020-03-18,一般社団法人アジア経営革新等支援機関,,399,東京都,荒川区,西日暮里２丁目４５番１－１００３号,,13,118,1160013,,,,,,,2019-01-10,1,,,,,アジアケイエイカクシントウシエンキカン,0
240033,2021005010451,21,0,2018-10-02,2018-09-13,一般社団法人日本女性力活性化協会,,399,東京都,港区,芝大門２丁目１２番１０号Ｔ＆Ｇ浜松町ビル３階,,13,103,1050012,,,2018-09-13,01,,,2015-12-03,1,,,,,ニホンジョセイリョクカッセイカキョウカイ,0
481952,4021005010128,12,0,2019-02-26,2019-02-22,医療法人社団Ｂｅａｎｓ,,399,東京都,板橋区,徳丸３丁目１７番５号手塚ビル１Ｆ,,13,119,1750083,,,,,,,2015-10-05,1,,,,,ビーンズ,0
481953,4021005010680,12,0,2019-04-17,2019-04-11,一般社団法人日本金融リテラシー協会,,399,東京都,渋谷区,代々木１丁目２５番５号,,13,113,1510053,,,,,,,2016-07-06,1,,,,,ニホンキンユウリテラシーキョウカイ,0
603458,5021005010498,12,0,2020-03-27,2020-03-25,特定非営利活動法人エムアクト,,399,東京都,西多摩郡檜原村,２７６２番地１,,13,307,1900200,,,,,,,2016-01-07,1,,,,,エムアクト,0
