13539,1430003010002,01,0,2019-01-04,2018-12-26,合同会社カー・サポート山口,,305,北海道,札幌市清田区,平岡六条３丁目２番１２号,,01,110,0040876,,,,,,,2018-12-26,1,,,,,カーサポートヤマグチ,0
13540,1430003010010,01,0,2019-01-09,2019-01-04,合同会社ＤＴインターナショナル,,305,北海道,札幌市豊平区,美園三条２丁目１番１１号,,01,105,0620003,,,,,,,2019-01-04,1,,,,,ディーティーインターナショナル,0
13541,1430003010019,01,0,2019-01-09,2019-01-04,合同会社モアナリアベーシック,,305,北海道,札幌市北区,北十三条西３丁目２番１５－７０３号,,01,102,0010013,,,,,,,2019-01-04,1,,,,,モアナリアベーシック,0
13542,1430003010027,01,0,2019-01-11,2019-01-08,合同会社齊藤石材,,305,北海道,札幌市西区,西野八条４丁目１０番３号,,01,107,0630038,,,,,,,2019-01-08,1,,,,,サイトウセキザイ,0
13543,1430003010035,01,0,2019-01-15,2019-01-09,合同会社小泉学,,305,北海道,新冠郡新冠町,字朝日１２６番地の２,,01,604,0592414,,,,,,,2019-01-09,1,,,,,コイズミマナブ,0
13544,1430003010043,11,0,2019-10-08,2019-10-01,Ｉ＆Ｙ株式会社,,301,北海道,札幌市中央区,大通西４丁目６番地,,01,101,0600042,,,,,,,2019-01-10,1,,,,,アイアンドワイ,0
13545,1430003010051,12,0,2020-01-21,2020-01-15,合同会社サンズ,,305,北海道,札幌市中央区,南一条西６丁目２１番地１センチュリーヒルズ９Ｆ９０１号室,,01,101,0600061,,,,,,,2019-01-18,1,,,,,サンズ,0
13546,1430003010068,01,0,2019-01-23,2019-01-18,合同会社ＴＴ,,305,北海道,札幌市西区,八軒九条西２丁目２番１１号,,01,107,0630849,,,,,,,2019-01-18,1,,,,,ティーティー,0
13547,1430003010076,01,0,2019-01-24,2019-01-21,ライブコンサルタント合同会社,,305,北海道,札幌市西区,福井７丁目５番３５号,,01,107,0630012,,,,,,,2019-01-21,1,,,,,ライブコンサルタント,0
13548,1430003010084,01,0,2019-01-25,2019-01-22,合同会社エムツー企画,,305,北海道,札幌市中央区,南十条西１０丁目１番２０号さくらビル５Ｆ,,01,101,0640810,,,,,,,2019-01-22,1,,,,,エムツーキカク,0
13549,1430003010101,12,0,2019-02-01,2019-01-29,合同会社Ｂｏｎｄｓ,,305,北海道,苫小牧市,字沼ノ端１８番地３６,,01,213,0591364,,,,,,,2019-01-28,1,,,,,ボンズ,0
13550,1430003010118,01,0,2019-02-08,2019-02-05,合同会社ＡＣ,,305,北海道,札幌市東区,北二十四条東１６丁目１－１第四中田ビル３Ｆ,,01,103,0650024,,,,,,,2019-02-05,1,,,,,エーシー,0
13551,1430003010126,01,0,2019-02-12,2019-02-06,瑞朋合同会社,,305,北海道,札幌市東区,北十九条東１６丁目３番２３号,,01,103,0650019,,,,,,,2019-02-06,1,,,,,ズイホウ,0
13552,1430003010134,01,0,2019-02-14,2019-02-08,ＪＭＣ　ＣＡＲＥ合同会社,,305,北海道,札幌市東区,北四十三条東４丁目１番２０－１０１号,,01,103,0070843,,,,,,,2019-02-08,1,,,,,ジェイエムシーケア,0
13553,1430003010142,01,0,2019-02-20,2019-02-15,合同会社ＢＦＣ,,305,北海道,札幌市西区,八軒六条東３丁目８番８号１０２号室,,01,107,0630866,,,,,,,2019-02-15,1,,,,,ビーエフシー,0
13554,1430003010150,01,0,2019-02-22,2019-02-19,合同会社ネクステージ,,305,北海道,札幌市中央区,北四条西２５丁目２番２７号,,01,101,0640824,,,,,,,2019-02-19,1,,,,,ネクステージ,0
13555,1430003010159,12,0,2019-11-28,2019-11-25,合名会社ＩＣＨＩＧＯ,,303,北海道,札幌市西区,琴似一条３丁目１番１０－１３０２号,,01,107,0630811,,,,,,,2019-02-21,1,,,,,イチゴ,0
13556,1430003010167,01,0,2019-02-27,2019-02-22,東洋丹芝園合同会社,,305,北海道,札幌市中央区,北二条東２丁目１番地２３－５０６号,,01,101,0600032,,,,,,,2019-02-22,1,,,,,トウヨウタンシエン,0
13557,1430003010183,12,0,2019-09-18,2019-09-10,Ｓｙｎｃｐｉｅｃｅ合同会社,,305,北海道,札幌市白石区,菊水四条２丁目１番６号政陽ビル３Ｆ,,01,104,0030804,,,,,,,2019-02-28,1,,,,,シンクピース,0
13558,1430003010191,01,0,2019-03-06,2019-03-01,合同会社ＰＲＡＣ,,305,北海道,札幌市手稲区,新発寒六条４丁目１番１６号,,01,109,0060806,,,,,,,2019-03-01,1,,,,,プラック,0
13559,1430003010200,01,0,2019-03-13,2019-03-08,合同会社福企画,,305,北海道,苫小牧市,北栄町４丁目１１番２号,,01,213,0591304,,,,,,,2019-03-08,1,,,,,フクキカク,0
13560,1430003010209,12,0,2020-01-15,2020-01-06,合同会社空色ワークス,,305,北海道,札幌市白石区,南郷通１９丁目南２番２６－２０１号,,01,104,0030022,,,,,,,2019-03-07,1,,,,,ソライロワークス,0
13561,1430003010217,01,0,2019-03-13,2019-03-08,合同会社今ふぁーむ,,305,北海道,千歳市,幌加５０２番地の１,,01,224,0691183,,,,,,,2019-03-08,1,,,,,コンファーム,0
13562,1430003010225,01,0,2019-03-15,2019-03-12,合同会社ＭＭＮ,,305,北海道,札幌市中央区,南十七条西９丁目２番４０－１０１号,,01,101,0640917,,,,,,,2019-03-12,1,,,,,エムエムエヌ,0
13563,1430003010233,01,0,2019-03-19,2019-03-14,合同会社Ｒ．Ｅ．Ｐ,,305,北海道,札幌市中央区,南六条西３丁目１３－３セントラルコーポ７０２号室,,01,101,0640806,,,,,,,2019-03-14,1,,,,,アールイーピー,0
13564,1430003010241,01,0,2019-03-22,2019-03-18,合同会社リベンタ,,305,北海道,札幌市豊平区,平岸二条２丁目３－３０,,01,105,0620932,,,,,,,2019-03-18,1,,,,,リベンタ,0
13565,1430003010258,12,0,2020-03-13,2020-03-03,合同会社ＥＬＳＥＥＤ,,305,北海道,札幌市中央区,北一条西８丁目２－３９みたけ大通りビル９階３号室,,01,101,0600001,,,,,,,2019-03-26,1,,,,,エルシード,0
13566,1430003010266,01,0,2019-03-29,2019-03-26,合同会社Ｌｏｇｉｃａｔｉｏｎ,,305,北海道,札幌市中央区,北一条西８丁目２番３９号,,01,101,0600001,,,,,,,2019-03-26,1,,,,,ロジケーション,0
13567,1430003010274,01,0,2019-03-29,2019-03-26,合同会社コスモ,,305,北海道,札幌市豊平区,平岸四条１丁目１－２－１０３,,01,105,0620934,,,,,,,2019-03-26,1,,,,,コスモ,0
13568,1430003010282,01,0,2019-04-02,2019-03-28,合同会社未来,,305,北海道,札幌市中央区,北十条西１５丁目１番地６クリーンリバー桑園駅前Ⅱ号棟１００４号,00116138,01,101,0600010,,,,,,,2019-03-28,1,,,,,ミライ,0
13569,1430003010290,01,0,2019-04-05,2019-04-02,合同会社ａ．ｃｏｍ,,305,北海道,千歳市,新富１丁目８番２号,,01,224,0660037,,,,,,,2019-04-02,1,,,,,エードットコム,0
13570,1430003010299,01,0,2019-04-11,2019-04-08,合同会社苫小牧育成,,305,北海道,苫小牧市,春日町１丁目６番２０号,,01,213,0530031,,,,,,,2019-04-08,1,,,,,トマコマイイクセイ,0
13571,1430003010308,01,0,2019-04-10,2019-04-05,水戸建築合同会社,,305,北海道,伊達市,末永町４９番地７５,,01,233,0520021,,,,,,,2019-04-05,1,,,,,ミトケンチク,0
13572,1430003010316,01,0,2019-04-09,2019-04-04,合同会社創渓社,,305,北海道,札幌市東区,北十一条東１丁目１番４０号ＳＡＫＵＲＡ－Ｎ１１Ｃ６,,01,103,0650011,,,,,,,2019-04-04,1,,,,,ソウケイシャ,0
13573,1430003010324,01,0,2019-04-12,2019-04-09,ＡＫ合同会社,,305,北海道,江別市,野幌東町５４番地５,,01,217,0690825,,,,,,,2019-04-09,1,,,,,エーケー,0
13574,1430003010332,01,0,2019-04-15,2019-04-10,明日湾教育合同会社,,305,北海道,札幌市北区,北六条西６丁目２－２４第２山崎ビル２階Ｃ号,,01,102,0600806,,,,,,,2019-04-10,1,,,,,アスワンキョウイク,0
13575,1430003010340,01,0,2019-04-16,2019-04-11,合同会社Ｂｅｌｌａ　Ｍｏｄａ,,305,北海道,札幌市白石区,東札幌六条２丁目３番１０－３０６号室,,01,104,0030006,,,,,,,2019-04-11,1,,,,,ベラモダ,0
13576,1430003010349,01,0,2019-04-19,2019-04-16,ＰＣＨ合同会社,,305,北海道,札幌市西区,二十四軒三条７丁目５番２８号,,01,107,0630803,,,,,,,2019-04-16,1,,,,,ピーシーエイチ,0
13577,1430003010357,12,0,2019-05-24,2019-05-21,合同会社ＳＴＡＲＴｏ,,305,北海道,札幌市中央区,南一条西１６丁目１番地３２３春野ビル３Ｆ,,01,101,0600061,,,,,,,2019-04-19,1,,,,,スタート,0
13578,1430003010365,01,0,2019-04-22,2019-04-17,合同会社天神北海道,,305,北海道,小樽市,天神１丁目１４番４号,,01,203,0470011,,,,,,,2019-04-17,1,,,,,テンジンホッカイドウ,0
13579,1430003010373,01,0,2019-04-25,2019-04-22,合同会社Ｍ・Ｋ　Ｓｔｕｄ,,305,北海道,千歳市,朝日町３丁目１７番地の２,,01,224,0660043,,,,,,,2019-04-22,1,,,,,エムケイスタッド,0
13580,1430003010381,01,0,2019-04-26,2019-04-23,合同会社ＡＵＴＯ・Ｓ,,305,北海道,札幌市北区,新川８０７番地１５２,,01,102,0010930,,,,,,,2019-04-23,1,,,,,オートエス,0
13581,1430003010398,01,0,2019-05-13,2019-05-08,合同会社Ｍｏａｎａ,,305,北海道,札幌市北区,北二十三条西８丁目１番１３－３０３号,,01,102,0010023,,,,,,,2019-05-08,1,,,,,モアナ,0
13582,1430003010407,01,0,2019-05-14,2019-05-09,Ｏａｋｓ　Ｐｒｏｐｅｒｔｙ合同会社,,305,北海道,虻田郡ニセコ町,字本通８０番地２,,01,395,0481502,,,,,,,2019-05-09,1,,,,,オークスプロパテイ,0
13583,1430003010415,01,0,2019-05-15,2019-05-10,ＬｉＬｉ合同会社,,305,北海道,恵庭市,黄金中央２丁目５番地１,,01,231,0611449,,,,,,,2019-05-10,1,,,,,リリ,0
13584,1430003010423,01,0,2019-05-15,2019-05-10,合同会社ブレウス,,305,北海道,札幌市東区,北十一条東４丁目２番９号インセンス札幌北１１条１０１号室,,01,103,0650011,,,,,,,2019-05-10,1,,,,,ブレウス,0
13585,1430003010431,01,0,2019-05-17,2019-05-14,合同会社オフィスＳ・Ｒ,,305,北海道,札幌市北区,北七条西１丁目１番地１８,,01,102,0600807,,,,,,,2019-05-14,1,,,,,オフィスエスアール,0
13586,1430003010448,01,0,2019-05-31,2019-05-28,合同会社Ｔ＆Ｍ,,305,北海道,札幌市西区,西野十条６丁目１－５－１０３,,01,107,0630040,,,,,,,2019-05-28,1,,,,,ティーアンドエム,0
13587,1430003010456,01,0,2019-05-28,2019-05-23,合同会社むすびや,,305,北海道,札幌市北区,拓北八条３丁目４番２０号,,01,102,0028068,,,,,,,2019-05-23,1,,,,,ムスビヤ,0
13588,1430003010464,01,0,2019-05-31,2019-05-28,合同会社モノファクトリー,,305,北海道,札幌市豊平区,月寒東四条８丁目４番４号,,01,105,0620054,,,,,,,2019-05-28,1,,,,,モノファクトリー,0
13589,1430003010480,01,0,2019-06-04,2019-05-30,合同会社エムアイ,,305,北海道,札幌市豊平区,美園三条１丁目３番１９－４０１号,,01,105,0620003,,,,,,,2019-05-30,1,,,,,エムアイ,0
13590,1430003010489,01,0,2019-06-06,2019-06-03,合同会社プロメテウス,,305,北海道,千歳市,富丘４丁目１８番１２号,,01,224,0660034,,,,,,,2019-06-03,1,,,,,プロメテウス,0
13591,1430003010497,01,0,2019-06-13,2019-06-10,合同会社滝浦設備,,305,北海道,札幌市白石区,北郷二条１１丁目８番３８－１０１号,,01,104,0030832,,,,,,,2019-06-10,1,,,,,タキウラセツビ,0
13592,1430003010506,01,0,2019-06-13,2019-06-10,一のしぜん堂合同会社,,305,北海道,札幌市清田区,里塚二条４丁目６番２４号,,01,110,0040802,,,,,,,2019-06-10,1,,,,,イチノシゼンドウ,0
13593,1430003010514,01,0,2019-06-12,2019-06-07,合同会社ＰＴＣ,,305,北海道,苫小牧市,澄川町２丁目９番５号,,01,213,0591271,,,,,,,2019-06-07,1,,,,,ピーティーシー,0
13594,1430003010530,01,0,2019-06-18,2019-06-13,合同会社ＢＩＧ　ＮＩＣＫ　ＤＩＧＧＥＲＳ,,305,北海道,札幌市中央区,円山西町８丁目５番２３号,,01,101,0640944,,,,,,,2019-06-13,1,,,,,ビッグニックディガーズ,0
13595,1430003010539,01,0,2019-06-17,2019-06-12,合同会社フィールドワン,,305,北海道,札幌市中央区,南九条西１８丁目２番地３５号クラリス南９条２０１号,,01,101,0640809,,,,,,,2019-06-12,1,,,,,フィールドワン,0
13596,1430003010547,01,0,2019-06-19,2019-06-14,合同会社札南通信,,305,北海道,札幌市南区,藤野二条６丁目５番５号,,01,106,0612282,,,,,,,2019-06-14,1,,,,,サツナンツウシン,0
13597,1430003010563,01,0,2019-06-26,2019-06-21,合同会社ＺＥＲＯｔｏＺ,,305,北海道,札幌市豊平区,平岸三条９丁目９番５－８０４号,,01,105,0620933,,,,,,,2019-06-21,1,,,,,ゼロトゥゼット,0
13598,1430003010571,01,0,2019-06-27,2019-06-24,合同会社砥上工務店,,305,北海道,札幌市豊平区,月寒東五条１１丁目４番２３号,,01,105,0620055,,,,,,,2019-06-24,1,,,,,トガミコウムテン,0
13599,1430003010588,01,0,2019-07-05,2019-07-02,合同会社佐々木工業,,305,北海道,滝川市,黄金町東２丁目４番１７号,,01,225,0730012,,,,,,,2019-07-02,1,,,,,ササキコウギョウ,0
13600,1430003010596,01,0,2019-07-10,2019-07-05,合同会社サポート,,305,北海道,札幌市中央区,南十三条西２１丁目２番１２号ディアプラザ伏見３０１号,,01,101,0640913,,,,,,,2019-07-05,1,,,,,サポート,0
13601,1430003010605,01,0,2019-07-19,2019-07-16,合同会社クロシェット,,305,北海道,札幌市東区,北二十条東１４丁目５番１８号,,01,103,0650020,,,,,,,2019-07-16,1,,,,,クロシェット,0
13602,1430003010613,01,0,2019-07-16,2019-07-10,合同会社ＳＴＥＥＬＹ,,305,北海道,札幌市手稲区,手稲本町二条４丁目１番２３号スターライト２－４ビル５０２号室,,01,109,0060022,,,,,,,2019-07-10,1,,,,,スティーリー,0
13603,1430003010621,01,0,2019-07-18,2019-07-12,合同会社北栄サービス,,305,北海道,北広島市,大曲柏葉４丁目１４番地１３,,01,234,0611273,,,,,,,2019-07-12,1,,,,,ホクエイサービス,0
