40351,6120005020950,12,0,2020-03-17,2020-03-11,一般社団法人全国農産物ブランディング協議会,,399,宮城県,仙台市太白区,あすと長町４丁目３番５４,,04,104,9820007,,,,,,,2019-06-18,1,,,,,ゼンコクノウサンブツブランディングキョウギカイ,0
68349,9120005021459,12,0,2020-04-17,2020-04-09,一般社団法人日本ケアメイク協会,,399,群馬県,高崎市,飯塚町１７３３番地の１,,10,202,3700069,,,,,,,2020-02-27,1,,,,,ニホンケアメイクキョウカイ,0
483397,4120005020192,12,0,2019-02-06,2019-01-31,一般社団法人日本石亀保存会,,399,東京都,港区,白金台５丁目６番１７－１０５号,,13,103,1080071,,,,,,,2018-05-15,1,,,,,ニホンイシカメホゾンカイ,0
12571,4120005020119,21,0,2020-04-22,2020-04-20,一般社団法人日本浙江商会,,399,滋賀県,大津市,大萱４丁目１７番３号,,25,201,5202144,,,2020-04-20,01,,,2018-04-05,1,,,,,ニホンセッコウショウカイ,0
32290,4120005021042,12,0,2019-12-27,2019-12-24,一般社団法人ウェルビーイング・カウンシル,,399,京都府,京都市下京区,中堂寺粟田町９３京都リサーチパーク４号館３階,,26,106,6008815,,,,,,,2019-07-29,1,,,,,ウェルビーイングカウンシル,0
64373,7120005020355,12,0,2019-09-17,2019-09-11,一般社団法人世界文化遺産地域連携会議,,399,京都府,京都市中京区,河原町御池下るＹＪＫビル２階京都市文化財保護課内,,26,104,6040000,,,,,,,2018-08-01,1,,,,,セカイブンカイサンチイキレンケイカイギ,0
26302,1120005020006,01,0,2018-02-13,2018-02-07,一般社団法人トランザクショナルアナリシス協会,,399,大阪府,大阪市天王寺区,南河堀町九丁目４８－１２０１号,,27,109,5430054,,,,,,,2018-02-07,1,,,,,,0
26303,1120005020014,01,0,2018-02-20,2018-02-15,一般社団法人ＮＢ企業支援協会,,399,大阪府,大阪市中央区,久太郎町４丁目１番３号（大阪センタービル６－２３）,,27,128,5410056,,,,,,,2018-02-15,1,,,,,,0
26304,1120005020030,01,1,2018-09-06,2018-02-21,弁護士法人きわみ事務所,,399,大阪府,大阪市北区,東天満１丁目１０番１４号ＭＦ南森町２ビル１１階,,27,127,5300044,,,,,,,2018-02-21,1,,,,,キワミジムショ,0
26305,1120005020047,01,0,2018-03-14,2018-03-09,一般社団法人愛の輪解放カウンセラー協会,,399,大阪府,大阪市阿倍野区,松崎町２丁目３番３７－２１１号,,27,119,5450053,,,,,,,2018-03-09,1,,,,,,0
26306,1120005020055,01,0,2018-03-07,2018-03-02,ＩＴＳ社会保険労務士法人,,399,大阪府,大阪市中央区,上汐２丁目６－１３喜多ビル,,27,128,5420064,,,,,,,2018-03-02,1,,,,,,0
26307,1120005020063,01,0,2018-03-12,2018-03-07,一般社団法人日本みどりの硏究所,00112741,399,大阪府,大阪市北区,小松原町２番４号,,27,127,5300018,,,,,,,2018-03-07,1,,,,,,0
26308,1120005020071,01,0,2018-03-14,2018-03-09,一般社団法人Ｂｒｅａｓｔ　Ｍｏｔｉｏｎ　Ｅｘｅｒｃｉｓｅ協会,,399,大阪府,大阪市西区,靱本町２丁目５番１号丸文靱ビル５Ｆ,,27,106,5500004,,,,,,,2018-03-09,1,,,,,,0
