91203,5120005011918,12,1,2019-06-10,2016-10-19,明亜協同組合,,399,北海道,紋別市,幸町６丁目１－１０,,01,219,0940005,,,,,,,2015-10-05,1,,,,,メイア,0
24096,8120005010041,12,1,2018-06-26,2016-10-25,特定非営利活動法人日本ヨガ連盟,,399,岩手県,盛岡市,紺屋町４番２４号,,03,201,0200885,,,,,,,2015-10-05,1,,,,,ニホンヨガレンメイ,0
24332,4120005010887,12,1,2019-09-04,2016-03-04,協同組合ネクストステージ東北,,399,宮城県,仙台市青葉区,北目町４番７号,,04,101,9800023,,,,,,,2015-10-05,1,,,,,ネクストステージトウホク,0
40350,6120005017724,12,1,2018-06-18,2018-06-06,一般社団法人ピンフォー,,399,宮城県,仙台市若林区,荒井１丁目１９番地の４,,04,103,9840032,,,,,,,2015-10-05,1,,,,,ピンフォー,0
56537,8120005016609,12,0,2019-01-08,2018-12-27,一般社団法人Ａｓｉａ　Ｈｕｍａｎ　Ｒｅｓｏｕｒｃｅ　Ｌａｂ,,399,宮城県,仙台市青葉区,台原３丁目３８番２号ベルシティ森林公園１０６,,04,101,9810911,,,,,,,2015-10-05,1,,,,,アジアヒューマンリソースラボ,0
64620,9120005015007,12,1,2018-04-24,2016-02-22,特定非営利活動法人東北復興支援きずなの輪,,399,宮城県,登米市,津山町柳津字大柳津６３番地,,04,212,9860401,,,,,,,2015-10-05,1,,,,,トウホクフッコウシエンキズナノワ,0
9436,4120005015143,21,0,2019-11-19,2019-11-15,特定非営利活動法人ｃｏｂｏｎ,,399,秋田県,南秋田郡五城目町,馬場目字蓬内台１１７－１,00116753,05,361,0181713,,,2019-11-15,01,,,2015-10-05,1,,,,,コボン,0
7488,2120005012043,01,0,2015-10-30,2015-10-05,特定非営利活動法人平和・環境を考える会,,399,福島県,郡山市,富久山町福原字沼下３１番地２号,,07,203,9638061,,,,,,,2015-10-05,1,,,,,,0
14936,3120005016027,01,0,2015-10-30,2015-10-05,一般社団法人保守管理機構,,399,福島県,郡山市,台新２丁目２６番８号,,07,203,9638852,,,,,,,2015-10-05,1,,,,,,0
100320,4120005015341,12,0,2020-05-22,2020-05-18,一般社団法人日本フォトガラスアート協会,,399,埼玉県,八潮市,大字大曽根１１１６番地,,11,234,3400834,,,,,,,2015-10-05,1,,,,,ニホンフォトガラスアートキョウカイ,0
65230,3120005018493,12,0,2016-06-24,2016-06-20,一般社団法人菊月保存会,,399,千葉県,山武市,松尾町本柏２９３２番地５,,12,237,2891521,,,,,,,2016-02-10,1,,,,,,0
86929,4120005015531,12,1,2018-06-21,2018-02-05,医療法人健志会,,399,千葉県,市川市,南八幡４丁目７番１２号ラ・パシフィックビルＢ３０２,,12,203,2720023,,,,,,,2015-10-05,1,,,,,ケンシカイ,0
86930,4120005015886,12,0,2016-05-10,2016-05-02,一般社団法人日本音楽歌謡連盟,,399,千葉県,習志野市,谷津３丁目１２番２２－３０５号,,12,216,2750026,,,,,,,2015-10-05,1,,,,,,0
120329,1120005011310,01,0,2015-10-28,2015-10-05,一般社団法人健康習慣推進機構,,399,東京都,新宿区,新宿６丁目２４番１号,,13,104,1600022,,,,,,,2015-10-05,1,,,,,,0
120330,1120005013694,01,0,2015-10-26,2015-10-05,一般財団法人日本アジア交流財団,,399,東京都,港区,虎ノ門４丁目３番１号城山ヒルズＪＴトラストタワー２７階,,13,103,1050001,,,,,,,2015-10-05,1,,,,,,0
120331,1120005014882,12,0,2017-11-16,2017-11-14,特定非営利活動法人ＳＲＮＪ,,399,東京都,中央区,日本橋本町１丁目９番１３号,,13,102,1030023,,,,,,,2015-10-05,1,,,,,,0
120332,1120005017126,12,1,2019-10-28,2017-04-12,一般社団法人教育システム情報学会,,399,東京都,新宿区,山吹町３５８番地５,,13,104,1620801,,,,,,,2015-10-05,1,,,,,キョウイクシステムジョウホウガッカイ,0
120333,1120005017679,01,0,2015-10-28,2015-10-05,一般社団法人遺伝子幹細胞等融合臨床応用研究機構,,399,東京都,渋谷区,広尾１丁目１１番４号,,13,113,1500012,,,,,,,2015-10-05,1,,,,,,0
241491,2120005010831,01,1,2019-02-06,2015-10-05,一般社団法人日本エイ・シイ・アール・ピー,,399,東京都,中央区,八丁堀４丁目２番１号,,13,102,1040032,,,,,,,2015-10-05,1,,,,,ニホンエイシーアールピー,0
241492,2120005011540,01,0,2015-10-26,2015-10-05,一般社団法人日本エステティック美容臨床協会,,399,東京都,港区,赤坂４丁目６番３号,,13,103,1070052,,,,,,,2015-10-05,1,,,,,,0
241493,2120005014741,21,0,2020-03-06,2020-03-02,一般社団法人日本葬送儀礼協会,,399,東京都,千代田区,平河町２丁目１２番１５号Ｈｅｒｍｉｔｉｇｅ３０７号室,,13,101,1020093,,,2020-03-02,01,,,2015-10-05,1,,,,,ニホンソウソウギレイキョウカイ,0
241494,2120005015459,12,1,2018-07-03,2018-06-25,一般社団法人全日本・食学会,,399,東京都,港区,元麻布３丁目１１番４号,,13,103,1060046,,,,,,,2015-10-05,1,,,,,ゼンニホンショクガッカイ,0
241495,2120005015624,12,0,2018-11-29,2018-11-26,一般社団法人全日本カラースタイルコンサルタント協会,,399,東京都,港区,南青山２丁目２番１５号,,13,103,1070062,,,,,,,2015-10-05,1,,,,,ゼンニホンカラースタイルコンサルタントキョウカイ,0
241496,2120005016705,12,1,2018-11-29,2017-08-09,税理士法人アイランドパートナーズ,,399,東京都,千代田区,丸の内２丁目４番１号丸の内ビルディング,,13,101,1000005,,,,,,,2015-10-05,1,,,,,アイランドパートナーズ,0
241497,2120005017356,12,0,2017-05-02,2017-04-27,特定非営利活動法人マイホッケープラス,,399,東京都,千代田区,外神田６丁目３番８号,,13,101,1010021,,,,,,,2015-10-05,1,,,,,,0
241498,2120005018107,12,0,2017-02-17,2017-02-14,一般社団法人大匠の会,,399,東京都,千代田区,平河町１丁目７番５号ヴィラロイヤル平河,,13,101,1020093,,,,,,,2015-10-05,1,,,,,,0
362366,3120005014484,12,1,2018-04-11,2017-09-19,公益財団法人住友生命健康財団,,399,東京都,新宿区,四谷本塩町４番４１号,,13,104,1600003,,,,,,,2015-10-05,1,,,,,スミトモセイメイケンコウザイダン,0
362367,3120005015053,01,1,2018-06-26,2015-10-05,一般社団法人オートバックスグループ共済会,,399,東京都,江東区,豊洲５丁目６番５２号,,13,108,1350061,,,,,,,2015-10-05,1,,,,,オートバックスグループキョウサイカイ,0
362368,3120005016407,12,1,2020-03-27,2018-03-29,医療法人社団スターセルアライアンス,,399,東京都,港区,海岸３丁目２６番１号バーク芝浦ビル１１階,,13,103,1080022,,,,,,,2015-10-05,1,,,,,スターセルアライアンス,0
483387,4120005011456,01,0,2015-10-28,2015-10-05,一般社団法人ディベロップメントシニアＰＣコミュニティ,,399,東京都,中野区,中央５丁目１０番２－９０１号,,13,114,1640011,,,,,,,2015-10-05,1,,,,,,0
483388,4120005015572,12,0,2018-07-18,2018-07-12,一般社団法人アジアトータルビューティー協会,,399,東京都,新宿区,高田馬場３丁目２３番７号,,13,104,1690075,,,,,,,2015-10-05,1,,,,,アジアトータルビューティーキョウカイ,0
483389,4120005017214,12,1,2018-07-11,2017-04-20,一般社団法人日本災害救援活動士協会,,399,東京都,墨田区,亀沢２丁目２１番２号,,13,107,1300014,,,,,,,2015-10-05,1,,,,,ニホンサイガイキュウエンカツドウシキョウカイ,0
483390,4120005017230,12,0,2016-05-16,2016-05-09,一般社団法人日本ラクナールライセンス協会,,399,東京都,渋谷区,幡ヶ谷３丁目７７番１号,,13,113,1510072,,,,,,,2015-10-05,1,,,,,,0
